ts_code,detect_date,note,status,status_reason,buy_date,buy_time,buy_price,initial_stop_price,initial_r,exit_date,exit_time,exit_price,exit_reason,hold_days,pnl_amount,pnl_pct,pnl_r,max_favorable_excursion_r,max_adverse_excursion_r,peak_stop_price,entry_eligible,entry_reason,entry_buy_date,entry_buy_time,entry_buy_price,entry_detect_prev_high,entry_detect_day_open,entry_detect_day_close,entry_detect_day_low,entry_detect_day_high,entry_detect_volume_1430,entry_day2_volume_1430,entry_pullback_ratio,entry_has_long_lower_shadow,entry_stabilized_after_1400,entry_gap_unfilled,entry_gap_size,entry_initial_stop_price,entry_initial_r,entry_exception
601898.SH,2025-07-18,gaps up,skipped,pullback_rule;volume_rule;gap_fill_rule,2025-07-21,2025-07-21 14:30:00,11.07,,,,,,,,,,,,,,False,pullback_rule;volume_rule;gap_fill_rule,2025-07-21,2025-07-21 14:30:00,11.07,11.2,11.24,11.24,11.21,11.35,16307392.0,20211695.0,1.2142857142857242,True,False,False,0.010000000000001563,,,
002523.SZ,2025-07-21,gaps up,skipped,volume_rule,2025-07-22,2025-07-22 14:30:00,3.99,,,,,,,,,,,,,,False,volume_rule,2025-07-22,2025-07-22 14:30:00,3.99,3.79,3.81,3.9,3.8,3.93,50521524.0,80780064.0,0.0,True,False,True,0.009999999999999787,,,
600019.SH,2025-07-21,gaps up,skipped,volume_rule,2025-07-22,2025-07-22 14:30:00,7.47,,,,,,,,,,,,,,False,volume_rule,2025-07-22,2025-07-22 14:30:00,7.47,7.14,7.19,7.36,7.18,7.44,111295310.0,136249376.0,0.0,True,False,True,0.040000000000000036,,,
600039.SH,2025-07-21,gaps up,skipped,pullback_rule;volume_rule;reversal_rule;gap_fill_rule,2025-07-22,2025-07-22 14:30:00,8.68,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule;gap_fill_rule,2025-07-22,2025-07-22 14:30:00,8.68,8.65,8.72,8.95,8.66,8.98,76421670.0,85084226.0,1.1739130434782659,False,False,False,0.009999999999999787,,,
600352.SH,2025-07-21,gaps up,skipped,pullback_rule;gap_fill_rule,2025-07-22,2025-07-22 14:30:00,10.47,,,,,,,,,,,,,,False,pullback_rule;gap_fill_rule,2025-07-22,2025-07-22 14:30:00,10.47,10.3,10.33,10.59,10.31,10.74,48798269.0,28705461.0,0.4615384615384589,True,False,False,0.009999999999999787,,,
601700.SH,2025-07-21,gaps up,skipped,volume_rule,2025-07-22,2025-07-22 14:30:00,5.04,,,,,,,,,,,,,,False,volume_rule,2025-07-22,2025-07-22 14:30:00,5.04,4.71,4.75,4.96,4.75,5.13,49583986.0,40674005.0,0.0,True,False,True,0.040000000000000036,,,
603315.SH,2025-07-21,gaps up,skipped,volume_rule;reversal_rule,2025-07-22,2025-07-22 14:30:00,13.99,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-07-22,2025-07-22 14:30:00,13.99,12.87,13.04,13.6,12.97,14.04,31904884.0,30369600.0,0.0,False,False,True,0.10000000000000142,,,
603387.SH,2025-07-21,gaps up,skipped,pullback_rule;reversal_rule;gap_fill_rule,2025-07-22,2025-07-22 14:30:00,8.48,,,,,,,,,,,,,,False,pullback_rule;reversal_rule;gap_fill_rule,2025-07-22,2025-07-22 14:30:00,8.48,8.43,8.47,8.61,8.44,8.65,6800141.0,4116611.0,0.9285714285714295,False,False,False,0.009999999999999787,,,
603568.SH,2025-07-21,gaps up,skipped,pullback_rule;volume_rule;reversal_rule;gap_fill_rule,2025-07-22,2025-07-22 14:30:00,19.16,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule;gap_fill_rule,2025-07-22,2025-07-22 14:30:00,19.16,19.09,19.16,19.17,19.1,19.52,5379599.0,5567656.0,1.0,False,False,False,0.010000000000001563,,,
600380.SH,2025-07-22,gaps up,skipped,pullback_rule;reversal_rule,2025-07-23,2025-07-23 14:30:00,12.26,,,,,,,,,,,,,,False,pullback_rule;reversal_rule,2025-07-23,2025-07-23 14:30:00,12.26,12.18,12.19,12.49,12.19,13.02,67334083.0,28898797.0,0.7666666666666663,False,False,True,0.009999999999999787,,,
600115.SH,2025-07-23,gaps up,skipped,reversal_rule,2025-07-24,2025-07-24 14:30:00,3.96,,,,,,,,,,,,,,False,reversal_rule,2025-07-24,2025-07-24 14:30:00,3.96,3.88,3.91,3.91,3.91,4.01,132979822.0,79233484.0,0.0,False,False,True,0.03000000000000025,,,
601021.SH,2025-07-23,gaps up,skipped,reversal_rule,2025-07-24,2025-07-24 14:30:00,56.07,,,,,,,,,,,,,,False,reversal_rule,2025-07-24,2025-07-24 14:30:00,56.07,54.58,54.97,56.45,54.96,57.0,8362715.0,2675536.0,0.2567567567567578,False,False,True,0.38000000000000256,,,
601111.SH,2025-07-23,gaps up,skipped,reversal_rule,2025-07-24,2025-07-24 14:30:00,7.64,,,,,,,,,,,,,,False,reversal_rule,2025-07-24,2025-07-24 14:30:00,7.64,7.49,7.58,7.62,7.57,7.78,198859901.0,68221334.0,0.0,False,False,True,0.08000000000000007,,,
000683.SZ,2025-07-25,gaps up,skipped,pullback_rule;reversal_rule;gap_fill_rule,2025-07-28,2025-07-28 14:30:00,5.93,,,,,,,,,,,,,,False,pullback_rule;reversal_rule;gap_fill_rule,2025-07-28,2025-07-28 14:30:00,5.93,5.78,5.83,6.0,5.82,6.24,254522942.0,160482509.0,0.4117647058823548,False,False,False,0.040000000000000036,,,
002142.SZ,2025-07-25,gaps up,skipped,reversal_rule,2025-07-28,2025-07-28 14:30:00,28.98,,,,,,,,,,,,,,False,reversal_rule,2025-07-28,2025-07-28 14:30:00,28.98,27.61,27.86,28.94,27.86,29.1,79407576.0,39658209.0,0.0,False,False,True,0.25,,,
300112.SZ,2025-07-28,gaps up,skipped,pullback_rule;volume_rule;reversal_rule;gap_fill_rule,2025-07-29,2025-07-29 14:30:00,9.41,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule;gap_fill_rule,2025-07-29,2025-07-29 14:30:00,9.41,9.39,9.42,9.48,9.4,9.49,4543500.0,5042300.0,1.1666666666666616,False,False,False,0.009999999999999787,,,
000915.SZ,2025-08-04,gaps up,skipped,pullback_rule;gap_fill_rule,2025-08-05,2025-08-05 14:30:00,34.27,,,,,,,,,,,,,,False,pullback_rule;gap_fill_rule,2025-08-05,2025-08-05 14:30:00,34.27,33.95,36.14,35.38,34.88,36.7,18525757.0,11678114.0,0.6098901098901095,False,True,False,0.9299999999999997,,,
300615.SZ,2025-08-05,gaps up,skipped,pullback_rule;volume_rule;reversal_rule,2025-08-06,2025-08-06 14:30:00,15.3,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule,2025-08-06,2025-08-06 14:30:00,15.3,14.83,15.01,15.75,15.01,16.5,20855272.0,14167710.0,0.608108108108107,False,False,True,0.17999999999999972,,,
301106.SZ,2025-08-05,gaps up,skipped,volume_rule;reversal_rule,2025-08-06,2025-08-06 14:30:00,31.88,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-08-06,2025-08-06 14:30:00,31.88,31.21,31.3,31.6,31.26,31.75,1607774.0,1462255.0,0.0,False,False,True,0.05000000000000071,,,
000902.SZ,2025-08-06,gaps up,skipped,volume_rule;reversal_rule,2025-08-07,2025-08-07 14:30:00,14.58,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-08-07,2025-08-07 14:30:00,14.58,14.41,14.7,14.62,14.52,15.03,14654830.0,10370235.0,0.07843137254901797,False,False,True,0.10999999999999943,,,
002377.SZ,2025-08-07,gaps up,skipped,pullback_rule;volume_rule;reversal_rule,2025-08-08,2025-08-08 14:30:00,3.22,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule,2025-08-08,2025-08-08 14:30:00,3.22,3.08,3.25,3.37,3.2,3.37,53129849.0,107443148.0,1.2499999999999982,False,False,True,0.1200000000000001,,,
002972.SZ,2025-08-11,gaps up,skipped,pullback_rule,2025-08-12,2025-08-12 14:30:00,13.51,,,,,,,,,,,,,,False,pullback_rule,2025-08-12,2025-08-12 14:30:00,13.51,13.39,13.9,13.84,13.55,14.49,21467322.0,12892835.0,0.3510638297872343,True,False,True,0.16000000000000014,,,
300352.SZ,2025-08-14,gaps up,skipped,volume_rule,2025-08-15,2025-08-15 14:30:00,6.55,,,,,,,,,,,,,,False,volume_rule,2025-08-15,2025-08-15 14:30:00,6.55,5.7,5.9,5.93,5.71,6.13,186418431.0,236627417.0,0.0,False,True,True,0.009999999999999787,,,
603273.SH,2025-08-14,gaps up,skipped,reversal_rule;gap_fill_rule,2025-08-15,2025-08-15 14:30:00,22.44,,,,,,,,,,,,,,False,reversal_rule;gap_fill_rule,2025-08-15,2025-08-15 14:30:00,22.44,21.8,22.0,22.49,21.96,23.98,32679359.0,20821605.0,0.10204081632652513,False,False,False,0.16000000000000014,,,
600298.SH,2025-08-15,gaps up,traded,completed,2025-08-18,2025-08-18 14:30:00,39.02,37.069,1.9510000000000005,2025-08-29,2025-08-29 09:30:00,39.4,two_close_below_ma5,10.0,0.37999999999999545,0.009738595592003983,0.19477191184007964,0.7637109174782135,-0.38954382368016655,37.069,True,eligible,2025-08-18,2025-08-18 14:30:00,39.02,36.19,37.2,38.04,37.2,38.88,40778658.0,24030119.0,0.0,False,True,True,1.0100000000000051,37.069,1.9510000000000005,
300845.SZ,2025-08-18,gaps up,skipped,volume_rule;reversal_rule,2025-08-19,2025-08-19 14:30:00,13.09,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-08-19,2025-08-19 14:30:00,13.09,12.21,12.51,13.36,12.28,13.6,24577269.0,21172903.0,0.31764705882352906,False,False,True,0.06999999999999851,,,
600795.SH,2025-08-19,gaps up,skipped,pullback_rule;reversal_rule,2025-08-20,2025-08-20 14:30:00,4.68,,,,,,,,,,,,,,False,pullback_rule;reversal_rule,2025-08-20,2025-08-20 14:30:00,4.68,4.55,4.66,4.77,4.66,4.84,581103777.0,214795265.0,0.8181818181818211,False,False,True,0.11000000000000032,,,
300259.SZ,2025-08-22,gaps up,skipped,pullback_rule;volume_rule,2025-08-25,2025-08-25 14:30:00,3.95,,,,,,,,,,,,,,False,pullback_rule;volume_rule,2025-08-25,2025-08-25 14:30:00,3.95,3.89,3.92,3.97,3.91,4.03,50519131.0,47790152.0,0.39999999999999825,True,False,True,0.020000000000000018,,,
603187.SH,2025-08-22,gaps up,skipped,reversal_rule;gap_fill_rule,2025-08-25,2025-08-25 14:30:00,14.62,,,,,,,,,,,,,,False,reversal_rule;gap_fill_rule,2025-08-25,2025-08-25 14:30:00,14.62,14.1,15.0,14.69,14.62,15.3,31077600.0,19675600.0,0.10294117647058842,False,False,False,0.5199999999999996,,,
300329.SZ,2025-08-25,gaps up,skipped,volume_rule;reversal_rule,2025-08-26,2025-08-26 14:30:00,13.84,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-08-26,2025-08-26 14:30:00,13.84,12.34,12.39,13.3,12.39,13.9,22661302.0,27661772.0,0.0,False,False,True,0.05000000000000071,,,
300375.SZ,2025-08-25,gaps up,skipped,pullback_rule;reversal_rule,2025-08-26,2025-08-26 14:30:00,5.89,,,,,,,,,,,,,,False,pullback_rule;reversal_rule,2025-08-26,2025-08-26 14:30:00,5.89,5.8,5.83,6.0,5.83,6.25,88560942.0,40784682.0,0.6470588235294139,False,False,True,0.03000000000000025,,,
601888.SH,2025-08-25,gaps up,skipped,volume_rule;reversal_rule,2025-08-26,2025-08-26 14:30:00,71.06,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-08-26,2025-08-26 14:30:00,71.06,67.48,68.0,69.24,67.66,69.27,34587253.0,51079476.0,0.0,False,False,True,0.1799999999999926,,,
002831.SZ,2025-08-27,gaps up,skipped,volume_rule;reversal_rule;gap_fill_rule,2025-08-28,2025-08-28 14:30:00,25.93,,,,,,,,,,,,,,False,volume_rule;reversal_rule;gap_fill_rule,2025-08-28,2025-08-28 14:30:00,25.93,25.75,26.06,25.9,25.88,26.65,8002860.0,7129702.0,0.0,False,False,False,0.129999999999999,,,
002270.SZ,2025-08-29,gaps up,skipped,pullback_rule;volume_rule;gap_fill_rule,2025-09-01,2025-09-01 14:30:00,18.66,,,,,,,,,,,,,,False,pullback_rule;volume_rule;gap_fill_rule,2025-09-01,2025-09-01 14:30:00,18.66,19.07,19.34,19.26,19.13,19.63,9616914.0,7604701.0,1.2000000000000028,True,False,False,0.05999999999999872,,,
300132.SZ,2025-08-29,gaps up,skipped,reversal_rule;gap_fill_rule,2025-09-01,2025-09-01 14:30:00,6.53,,,,,,,,,,,,,,False,reversal_rule;gap_fill_rule,2025-09-01,2025-09-01 14:30:00,6.53,6.38,6.49,6.45,6.44,6.73,40786370.0,26723895.0,0.0,False,False,False,0.0600000000000005,,,
300988.SZ,2025-08-29,gaps up,skipped,volume_rule,2025-09-01,2025-09-01 14:30:00,24.45,,,,,,,,,,,,,,False,volume_rule,2025-09-01,2025-09-01 14:30:00,24.45,23.2,23.86,23.7,23.22,24.73,10644031.0,10932613.0,0.0,True,False,True,0.019999999999999574,,,
600690.SH,2025-08-29,gaps up,skipped,pullback_rule;volume_rule;reversal_rule;gap_fill_rule,2025-09-01,2025-09-01 14:30:00,25.8,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule;gap_fill_rule,2025-09-01,2025-09-01 14:30:00,25.8,26.12,26.6,26.26,26.23,27.16,91872655.0,81711349.0,0.49462365591397955,False,False,False,0.10999999999999943,,,
603610.SH,2025-08-29,gaps up,skipped,pullback_rule;reversal_rule,2025-09-01,2025-09-01 14:30:00,16.14,,,,,,,,,,,,,,False,pullback_rule;reversal_rule,2025-09-01,2025-09-01 14:30:00,16.14,15.6,16.35,16.51,16.06,17.16,48680150.0,23819786.0,2.312500000000004,False,False,True,0.4599999999999991,,,
002763.SZ,2025-09-01,gaps up,skipped,pullback_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,6.87,,,,,,,,,,,,,,False,pullback_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,6.87,6.99,7.04,7.14,7.01,7.25,12239033.0,8076697.0,2.7000000000000055,False,False,False,0.019999999999999574,,,
301539.SZ,2025-09-08,gaps up,skipped,pullback_rule;volume_rule;reversal_rule,2025-09-09,2025-09-09 14:30:00,19.93,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule,2025-09-09,2025-09-09 14:30:00,19.93,19.7,19.87,20.24,19.75,20.28,1625412.0,1551100.0,0.8378378378378402,False,False,True,0.05000000000000071,,,
600594.SH,2025-09-08,gaps up,skipped,pullback_rule;volume_rule,2025-09-09,2025-09-09 14:30:00,4.37,,,,,,,,,,,,,,False,pullback_rule;volume_rule,2025-09-09,2025-09-09 14:30:00,4.37,4.34,4.38,4.41,4.35,4.41,13853945.0,12698300.0,1.3333333333333235,True,False,True,0.009999999999999787,,,
002330.SZ,2025-09-15,gaps up,skipped,volume_rule;reversal_rule,2025-09-16,2025-09-16 14:30:00,5.46,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-09-16,2025-09-16 14:30:00,5.46,5.02,5.45,5.45,5.45,5.45,37508200.0,100861885.0,0.0,False,False,True,0.4300000000000006,,,
300750.SZ,2025-09-15,gaps up,skipped,reversal_rule,2025-09-16,2025-09-16 14:30:00,352.84,,,,,,,,,,,,,,False,reversal_rule,2025-09-16,2025-09-16 14:30:00,352.84,329.9,346.01,354.7,344.02,371.52,67018531.0,33937951.0,0.2140391254315321,False,False,True,14.120000000000005,,,
601088.SH,2025-09-16,gaps up,skipped,pullback_rule;volume_rule;gap_fill_rule,2025-09-17,2025-09-17 14:30:00,38.07,,,,,,,,,,,,,,False,pullback_rule;volume_rule;gap_fill_rule,2025-09-17,2025-09-17 14:30:00,38.07,38.24,38.3,38.41,38.3,38.78,40033842.0,42438662.0,3.0909090909090735,True,False,False,0.05999999999999517,,,
600060.SH,2025-09-25,gaps up,skipped,pullback_rule;gap_fill_rule,2025-09-26,2025-09-26 14:30:00,24.8,,,,,,,,,,,,,,False,pullback_rule;gap_fill_rule,2025-09-26,2025-09-26 14:30:00,24.8,24.97,25.5,25.13,25.0,25.98,56786883.0,23195821.0,0.3367346938775491,True,False,False,0.030000000000001137,,,
002204.SZ,2025-09-30,gaps up,skipped,volume_rule;reversal_rule,2025-10-09,2025-10-09 14:30:00,6.51,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-10-09,2025-10-09 14:30:00,6.51,6.13,6.38,6.41,6.34,6.53,117135669.0,81842131.0,0.0,False,False,True,0.20999999999999996,,,
000597.SZ,2025-10-09,gaps up,skipped,volume_rule;reversal_rule,2025-10-10,2025-10-10 14:30:00,5.48,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-10-10,2025-10-10 14:30:00,5.48,5.35,5.45,5.47,5.39,5.52,14816889.0,10265862.0,0.0,False,False,True,0.040000000000000036,,,
301167.SZ,2025-10-09,gaps up,skipped,pullback_rule;volume_rule;reversal_rule,2025-10-10,2025-10-10 14:30:00,16.39,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule,2025-10-10,2025-10-10 14:30:00,16.39,15.95,16.15,16.58,15.96,16.7,5007172.0,4429240.0,0.4418604651162741,False,False,True,0.010000000000001563,,,
600075.SH,2025-10-09,gaps up,skipped,volume_rule;reversal_rule,2025-10-10,2025-10-10 14:30:00,4.75,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-10-10,2025-10-10 14:30:00,4.75,4.57,4.6,4.71,4.6,4.74,39120103.0,33695991.0,0.0,False,False,True,0.02999999999999936,,,
600483.SH,2025-10-09,gaps up,skipped,pullback_rule;volume_rule;reversal_rule,2025-10-10,2025-10-10 14:30:00,10.15,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule,2025-10-10,2025-10-10 14:30:00,10.15,9.92,10.1,10.23,10.05,10.25,51980837.0,45617376.0,0.6153846153846122,False,False,True,0.13000000000000078,,,
601061.SH,2025-10-09,gaps up,skipped,volume_rule;reversal_rule,2025-10-10,2025-10-10 14:30:00,10.43,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-10-10,2025-10-10 14:30:00,10.43,9.65,9.91,10.35,9.9,10.37,52439171.0,50238639.0,0.0,False,False,True,0.25,,,
601600.SH,2025-10-09,gaps up,skipped,pullback_rule;volume_rule;reversal_rule,2025-10-10,2025-10-10 14:30:00,8.46,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule,2025-10-10,2025-10-10 14:30:00,8.46,8.27,8.49,8.68,8.32,8.69,482332073.0,342155931.0,1.1578947368421022,False,False,True,0.05000000000000071,,,
601678.SH,2025-10-09,gaps up,skipped,reversal_rule,2025-10-10,2025-10-10 14:30:00,4.4,,,,,,,,,,,,,,False,reversal_rule,2025-10-10,2025-10-10 14:30:00,4.4,4.16,4.19,4.38,4.17,4.39,65208379.0,42571289.0,0.0,False,False,True,0.009999999999999787,,,
300512.SZ,2025-10-10,gaps up,skipped,pullback_rule;reversal_rule;gap_fill_rule,2025-10-13,2025-10-13 14:30:00,9.34,,,,,,,,,,,,,,False,pullback_rule;reversal_rule;gap_fill_rule,2025-10-13,2025-10-13 14:30:00,9.34,9.49,9.99,9.87,9.55,11.14,56750216.0,30531198.0,0.333333333333333,False,False,False,0.0600000000000005,,,
600066.SH,2025-10-10,gaps up,skipped,volume_rule;reversal_rule,2025-10-13,2025-10-13 14:30:00,29.54,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-10-13,2025-10-13 14:30:00,29.54,28.07,28.79,29.4,28.79,29.99,40845563.0,27940404.0,0.0,False,False,True,0.7199999999999989,,,
601611.SH,2025-10-10,gaps up,skipped,volume_rule;reversal_rule,2025-10-13,2025-10-13 14:30:00,10.71,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-10-13,2025-10-13 14:30:00,10.71,9.74,10.03,10.71,9.85,10.71,128309316.0,234370339.0,0.0,False,False,True,0.10999999999999943,,,
000157.SZ,2025-10-14,gaps up,skipped,volume_rule;gap_fill_rule,2025-10-15,2025-10-15 14:30:00,8.14,,,,,,,,,,,,,,False,volume_rule;gap_fill_rule,2025-10-15,2025-10-15 14:30:00,8.14,8.03,8.06,8.1,8.05,8.44,169789553.0,139284523.0,0.0,True,False,False,0.02000000000000135,,,
002884.SZ,2025-10-14,gaps up,skipped,volume_rule;reversal_rule,2025-10-15,2025-10-15 14:30:00,17.34,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-10-15,2025-10-15 14:30:00,17.34,16.93,16.97,17.07,16.95,17.38,4631874.0,4067990.0,0.0,False,False,True,0.019999999999999574,,,
601319.SH,2025-10-14,gaps up,skipped,reversal_rule,2025-10-15,2025-10-15 14:30:00,8.15,,,,,,,,,,,,,,False,reversal_rule,2025-10-15,2025-10-15 14:30:00,8.15,7.88,7.99,8.17,7.98,8.21,183037875.0,90875480.0,0.11111111111110891,False,False,True,0.10000000000000053,,,
601919.SH,2025-10-14,gaps up,skipped,pullback_rule;reversal_rule;gap_fill_rule,2025-10-15,2025-10-15 14:30:00,14.19,,,,,,,,,,,,,,False,pullback_rule;reversal_rule;gap_fill_rule,2025-10-15,2025-10-15 14:30:00,14.19,14.48,14.59,14.87,14.58,14.93,131544497.0,78584748.0,2.4285714285714333,False,False,False,0.09999999999999964,,,
000726.SZ,2025-10-15,gaps up,skipped,pullback_rule;reversal_rule,2025-10-16,2025-10-16 14:30:00,6.86,,,,,,,,,,,,,,False,pullback_rule;reversal_rule,2025-10-16,2025-10-16 14:30:00,6.86,6.84,7.01,7.0,6.91,7.15,24222841.0,13824274.0,0.5833333333333315,False,False,True,0.07000000000000028,,,
601628.SH,2025-10-16,gaps up,skipped,pullback_rule;reversal_rule,2025-10-17,2025-10-17 14:30:00,40.99,,,,,,,,,,,,,,False,pullback_rule;reversal_rule,2025-10-17,2025-10-17 14:30:00,40.99,40.78,41.26,42.8,41.26,42.91,53074967.0,28562099.0,1.1753246753246729,False,False,True,0.4799999999999969,,,
000766.SZ,2025-10-17,gaps up,skipped,pullback_rule;reversal_rule;gap_fill_rule,2025-10-20,2025-10-20 14:30:00,24.59,,,,,,,,,,,,,,False,pullback_rule;reversal_rule;gap_fill_rule,2025-10-20,2025-10-20 14:30:00,24.59,25.08,25.38,25.25,25.13,26.09,30951538.0,19475671.0,0.6874999999999996,False,False,False,0.05000000000000071,,,
001228.SZ,2025-10-20,gaps up,skipped,volume_rule;reversal_rule,2025-10-21,2025-10-21 14:30:00,26.95,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-10-21,2025-10-21 14:30:00,26.95,23.89,24.16,26.18,24.02,26.18,7480158.0,10287905.0,0.0,False,False,True,0.129999999999999,,,
002829.SZ,2025-10-20,gaps up,skipped,pullback_rule;volume_rule;reversal_rule,2025-10-21,2025-10-21 14:30:00,24.99,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule,2025-10-21,2025-10-21 14:30:00,24.99,24.54,24.78,25.61,24.6,25.61,10391760.0,28319200.0,0.7469879518072317,False,False,True,0.060000000000002274,,,
000850.SZ,2025-10-21,gaps up,skipped,pullback_rule,2025-10-22,2025-10-22 14:30:00,4.65,,,,,,,,,,,,,,False,pullback_rule,2025-10-22,2025-10-22 14:30:00,4.65,4.54,4.63,4.71,4.57,4.75,26322335.0,14474601.0,0.7499999999999944,True,False,True,0.03000000000000025,,,
300834.SZ,2025-10-21,gaps up,skipped,volume_rule;reversal_rule,2025-10-22,2025-10-22 14:30:00,22.57,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-10-22,2025-10-22 14:30:00,22.57,22.38,22.89,22.65,22.46,22.89,564255.0,676329.0,0.18604651162790314,False,False,True,0.08000000000000185,,,
000637.SZ,2025-10-22,gaps up,skipped,pullback_rule;reversal_rule;gap_fill_rule,2025-10-23,2025-10-23 14:30:00,4.68,,,,,,,,,,,,,,False,pullback_rule;reversal_rule;gap_fill_rule,2025-10-23,2025-10-23 14:30:00,4.68,4.73,5.17,5.2,4.77,5.2,123397610.0,67906578.0,17.333333333333204,False,False,False,0.03999999999999915,,,
000928.SZ,2025-10-22,gaps up,skipped,reversal_rule;gap_fill_rule,2025-10-23,2025-10-23 14:30:00,6.75,,,,,,,,,,,,,,False,reversal_rule;gap_fill_rule,2025-10-23,2025-10-23 14:30:00,6.75,6.63,7.16,6.83,6.79,7.21,134621724.0,83801176.0,0.1904761904761907,False,False,False,0.16000000000000014,,,
002588.SZ,2025-10-22,gaps up,skipped,reversal_rule,2025-10-23,2025-10-23 14:30:00,9.62,,,,,,,,,,,,,,False,reversal_rule,2025-10-23,2025-10-23 14:30:00,9.62,9.18,9.41,9.54,9.38,9.75,28374683.0,14456900.0,0.0,False,False,True,0.20000000000000107,,,
300557.SZ,2025-10-22,gaps up,skipped,pullback_rule;gap_fill_rule,2025-10-23,2025-10-23 14:30:00,29.87,,,,,,,,,,,,,,False,pullback_rule;gap_fill_rule,2025-10-23,2025-10-23 14:30:00,29.87,30.64,32.59,31.56,31.0,34.23,22932110.0,13637205.0,0.5232198142414859,True,False,False,0.35999999999999943,,,
600185.SH,2025-10-22,gaps up,skipped,pullback_rule;volume_rule,2025-10-23,2025-10-23 14:30:00,6.77,,,,,,,,,,,,,,False,pullback_rule;volume_rule,2025-10-23,2025-10-23 14:30:00,6.77,6.29,6.88,6.88,6.88,6.88,18878019.0,173471393.0,110000.00000000032,True,False,True,0.5899999999999999,,,
600871.SH,2025-10-22,gaps up,skipped,pullback_rule;volume_rule,2025-10-23,2025-10-23 14:30:00,2.48,,,,,,,,,,,,,,False,pullback_rule;volume_rule,2025-10-23,2025-10-23 14:30:00,2.48,2.3,2.45,2.53,2.38,2.53,594099041.0,839345515.0,0.6250000000000007,False,True,True,0.08000000000000007,,,
000852.SZ,2025-10-23,gaps up,skipped,pullback_rule;reversal_rule;gap_fill_rule,2025-10-24,2025-10-24 14:30:00,8.41,,,,,,,,,,,,,,False,pullback_rule;reversal_rule;gap_fill_rule,2025-10-24,2025-10-24 14:30:00,8.41,8.49,9.34,9.34,8.96,9.34,269767630.0,154220840.0,2.447368421052637,False,False,False,0.47000000000000064,,,
002243.SZ,2025-10-23,gaps up,skipped,pullback_rule;volume_rule;reversal_rule,2025-10-24,2025-10-24 14:30:00,9.49,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule,2025-10-24,2025-10-24 14:30:00,9.49,9.18,9.93,9.93,9.58,9.93,97834879.0,81184744.0,1.257142857142857,False,False,True,0.40000000000000036,,,
002337.SZ,2025-10-23,gaps up,skipped,pullback_rule;volume_rule,2025-10-24,2025-10-24 14:30:00,6.86,,,,,,,,,,,,,,False,pullback_rule;volume_rule,2025-10-24,2025-10-24 14:30:00,6.86,6.38,6.64,7.02,6.64,7.02,85990409.0,129477834.0,0.4210526315789455,False,True,True,0.2599999999999998,,,
600938.SH,2025-10-23,gaps up,skipped,pullback_rule;volume_rule;reversal_rule;gap_fill_rule,2025-10-24,2025-10-24 14:30:00,27.37,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule;gap_fill_rule,2025-10-24,2025-10-24 14:30:00,27.37,27.19,27.45,27.49,27.21,27.7,64651548.0,45858143.0,3.0,False,False,False,0.019999999999999574,,,
